STOREID;STORE APPLICATIONTYPE;STORENAME;STORECATEGORY;STORESTREET;STORENUMBER;STOREPOSTAL;STORECITY;STOREPHONE;STOREEMAIL;STOREWEBSITE;STORELONGITUDE;STORELATITUDE;STOREFACEBOOK
666;Customer Loyalty;KAMPSE DRANKENCENTRALE BVBA;Boissons;LOMMELSESTEENWEG;23;3970;LEOPOLDSBURG;011/40.22.02;info@prikentik.be;http://www.prikentik.com;5,25625430;51,12603960;
667;Customer Loyalty;KESLER;Boissons;ST. JANSBERG;28;3680;MAASEIK;089/56.40.75;dranken.kesler@skynet.be;http://www.prikentik.com;5,78263190;51,10655430;
668;Customer Loyalty;KUVA DRANKEN;Boissons;VENLOSESTEENWEG;115/1;3640;KINROOI -OPHOVEN;089/56.84.33;wim@kuvadranken.be;http://www.kuvadranken.be;5,80061230;51,11962870;
669;Customer Loyalty;LOMMELSE DRANKENCENTRALE NV;Boissons;KLOOSTERSTRAAT;71;3920;LOMMEL;011/54.43.62;lommel@prikentik.com;http://www.prikentik.com;5,32013860;51,23095310;
670;Customer Loyalty;PRIK & TIK MALFROIDT;Boissons;OUDE KAAI;34;9400;NINOVE;054/33.23.00;drankencentrale@malfroidt.be;http://www.malfroidt.be;4,02652070;50,83510190;
671;Customer Loyalty;MARLOU DRANKEN BVBA;Boissons;HEIKENSSTRAAT;13;3520;ZONHOVEN;011/51.01.20;zonhoven@prikentik.com;http://www.prikentik.com;5,33837560;50,99450140;
672;Customer Loyalty;MINNART BVBA;Boissons;KASTEELSTRAAT;32;3350;LINTER;016/77.05.33;info@drankenminnart.be;http://www.drankenminnart.be;5,01368690;50,84919650;
674;Customer Loyalty;PRIK & TIK PELGRIMS A. & CIE NV;Boissons;LINDEKENSTRAAT;21;3200;AARSCHOT;016/56.21.38;info@pelgrims.be;http://www.pelgrims.be;4,84049830;51,00400610;https://www.facebook.com/pages/Prik-Tik-Aarschot-Drankenhandel-Pelgrims/112212345587663
675;Customer Loyalty;PRIK & TIK PELGRIMS NV;Boissons;LANGDORPSESTEENWEG;117;3200;AARSCHOT;016/56.24.61;timothy@pelgrims.be;http://www.pelgrims.be;4,84656870;50,99337170;https://www.facebook.com/pages/Prik-Tik-Aarschot-Drankenhandel-Pelgrims/112212345587663
677;Customer Loyalty;PICQUEUR DRANKEN NV;Boissons;GENTSESTEENWEG;331;9300;AALST;053/71.07.44;picqueur.dranken@telenet.be;http://www.prikentik-uw-drankenspecialist.be/;4,00019370;50,94171600;
679;Customer Loyalty;POESEN DRANKENHANDEL BVBA;Boissons;SCHUTTERIJSTRAAT;4;3740;BILZEN;089/41.22.72;drankhal.poesen@skynet.be;http://www.drankenhandelpoesen.be;5,54203530;50,86356490;
680;Customer Loyalty;PROOST DRANKEN;Boissons;SCHORVOORTSTRAAT;12;2300;TURNHOUT;014/72.08.38;turnhout@prikentik.com;http://www.prikentik.com/turnhout;4,95137740;51,30738790;
681;Customer Loyalty;PYNSEEL DANY - PRINZIE DRINKMARKET;Boissons;DUINKERKELAAN;45/47;8660;DE PANNE;058/42.05.05;drinkmarket.pynseel@telenet.be;;2,59038380;51,10280010;
682;Customer Loyalty;QUALITY IMPORT CV;Boissons;LEUVENSESTEENWEG;98;2800;MECHELEN;015/71.05.35;info@quali-drinks.be;http://www.quali-drinks.be;4,49610350;51,01733970;
683;Customer Loyalty;QUALI-DRINKS BVBA;Boissons;STEYLSSTRAAT;118;1020;BRUSSEL;02/420.76.03;info@qualidrinks.be;http://www.qualidrinks.be;4,33984740;50,87885170;
684;Customer Loyalty;RESO BIERHANDEL BVBA;Boissons;SINT-ELOOISSTRAAT;107;8020;RUDDERVOORDE;050/27.68.82;bierhandel.reso@skynet.be;http://www.prikentik-uw-drankenspecialist.be/;3,21658980;51,09982570;
687;Customer Loyalty;SCHILLEBEECKX N.V.;Boissons;TURNHOUTSEBAAN;79;2400;MOL;014/31.47.43;mol@prikentik.com;http://www.prikentik.com;5,11537760;51,19663480;
688;Customer Loyalty;SCHOENTJES DRANKENSERVICE BVBA;Boissons;BERGENSESTEENWEG;747;1600;SINT-PIETERS-LEEUW;02/569.04.50;info@schoentjes.be;http://www.schoentjes.be;4,25206000;50,76085900;
689;Customer Loyalty;SCHOTTE DRANKCENTER-WIJNHANDEL;Boissons;BIESTSTRAAT;6;8790;WAREGEM;056/60.19.05;info@drankcenter.com;http://www.drankcenter.com;3,42233440;50,87505380;
691;Customer Loyalty;STOCKMAN BVBA;Boissons;KONING LEOPOLDLAAN 18C;;9990;MALDEGEM;050/70.03.02;info@dranken-stockman.be;http://www.dranken-stockman.be;3,46134400;51,20391710;
692;Customer Loyalty;STOCKMAN BVBA;Boissons;DESTELBERGENSTRAAT;86;9040;ST-AMANDSBERG;09/336.35.65;info@dranken-stockman.be;http://www.dranken-stockman.be;3,75650840;51,05076290;
693;Customer Loyalty;THYS NV;Boissons;BINNENWEG;261;2570;DUFFEL;03/488.44.03;info@thysshop.be;http://www.thysshop.be;4,54473510;51,10657350;
694;Customer Loyalty;TOMMELIN BVBA;Boissons;DIKKEBUSSEWEG;308;8908;VLAMERTINGE (IEPER);057/21.69.98;bernard@drankentommelin.be;http://www.drankentommelin.be;2,85718780;50,82833320;
695;Customer Loyalty;T VOL FLESKE;Boissons;ITEGEMSESTEENWEG;57;2270;HERENTHOUT;014/51.76.00;tvolfleske@hotmail.com,;http://www.prikentik.com;4,76125090;51,13228960;
696;Customer Loyalty;DRANKEN CHRIS UNION;Boissons;TER MOTE;3;9850;NEVELE;09/371.55.34;dranken.union@skynet.be;http://www.drankenunion.be;3,54237870;51,03939090;
697;Customer Loyalty;VAN BAELEN L. DRINK-SERVICE;Boissons;DR V/D PERRESTR;59;2440;GEEL;014/58.40.68;geel@prikentik.com;http://www.prikentik-uw-drankenspecialist.be/;4,98409610;51,18494490;
698;Customer Loyalty;VAN DE VOORDE DRANKENHANDEL BVBA;Boissons;HOGE KOUTER;20;9880;AALTER;09/374.23.24;biervandevoorde@skynet.be;http://www.prikentik-uw-drankenspecialist.be/;3,45590380;51,08853650;
699;Customer Loyalty;DRANKEN KOEN VAN DYCK;Boissons;LEUVENSESTEENWEG;84;3390;TIELT-WINGE;016/63.44.64;koen@drankenvandyck.be;http://WWW.DRANKENKOENVANDYCK.BE;4,90386610;50,91749000;
700;Customer Loyalty;VAN GAEVEREN BVBA;Boissons;STOEPESTRAAT;5;9940;ERTVELDE;09/344.90.57;info@drankenvangaeveren.be;http://www.drankenvangaeveren.be;3,75153500;51,18548650;
701;Customer Loyalty;VAN HYFTE BVBA;Boissons;KOGGENSTRAAT;8;8380;ZEEBRUGGE;050/54.57.70;zeebrugge@prikentik.com;http://www.prikentik.com;3,18477580;51,31900860;
702;Customer Loyalty;VAN LOOCKE DRINKMARKET BVBA;Boissons;DORPSTRAAT 103;;8460;OUDENBURG;059/26.60.46;willy.van.loocke@skynet.be;http://www.prikentik.com;3,03377430;51,17849900;
703;Customer Loyalty;VAN VLIERDEN DRANKENHANDEL NV;Boissons;GROTE BAAN;342;3530;HOUTHALEN-HELCHTEREN;011/52.13.90;info@drankenvanvlierden.be;http://www.drankenvanvlierden.be;5,38184480;51,05153970;
704;Customer Loyalty;VANDEKERCKHOVE Drinks&More;Boissons;STATIONSTRAAT;83;8890;MOORSLEDE;051/77.71.43;Info@drankenvandekerckhove.be;http://www.drankenvandekerckhove.be;3,05194090;50,89198850;
706;Customer Loyalty;VANDEWOUDE & ZN BVBA;Boissons;MOLENSTRAAT TUSSEN Nr. 6 en Nr. 6A;;8600;PERVIJZE-DIKSMUIDE;051/55.50.72;info@vandewoudedranken.be;http://www.vandewoudedranken.be;2,79412190;51,07334670;
707;Customer Loyalty;VERCRUYSSEN BIERHANDEL BVBA;Boissons;P. CHRISTIAENSSTRAAT;27 C/29;9290;BERLARE;052/42.22.36;dranken.vercruyssen@telenet.be;http://www.prikentik.com;4,01033190;51,01344380;
708;Customer Loyalty;DRANKMART;Boissons;INDUSTRIESTRAAT;26;8480;ICHTEGEM;051/58.21.72;info@drankmart.be;http://www.prikentik.com;3,02418080;51,09802550;
709;Customer Loyalty;VOGELZANG BVBA;Boissons;GROENESTRAAT 112B;;8210;ZEDELGEM;050/24.13.55;bvbavogelzang@skynet.be;http://www.prikentik.com;3,15101780;51,13145130;
710;Customer Loyalty;WABEEKSE DRANKENSERVICE;Boissons;DORP;34;9185;WACHTEBEKE;09/345.03.83;wabeeksedranken@skynet.be;http://www.abcdrinks.be/wabeekse;3,85537070;51,16703850;
714;Customer Loyalty;Shampoo;Coiffeurs;Route de Mons;163;7301;Hornu;065/80.00.17;jean-luc.lemoine3@wanadoo.fr;http://www.shampoo.fr/;3,83946820;50,43911290;
717;Customer Loyalty;Melchior Vins;Vin & armoires à vin;Chaussée du Roeulx;47 A;7000;Mons;065/84.26.32;info@melchior-vins.be;http://www.melchior-vins.be/;3,96828120;50,45481170;
722;Customer Loyalty;Cardinal Travel - Gigatour;Voyages et vacances;Jules Hans;84;1420;Braine-L-Alleud;02/387.28.35;voyages@cardinaltravel.be;http://www.cardinaltravel.be;4,37414170;50,68440070;
725;Customer Loyalty;Anne-Sophie SMARTSHOPPING Wavre (Bierges);Vêtements;Rue de la Wastinne;21;1301;Bierges (Wavre);010/81.69.00;wavre@anne-sophie.be;http://www.anne-sophie.be;4,59557870;50,70834580;
726;Customer Loyalty;Anne-Sophie SMARTSHOPPING Brasschaat;Vêtements;Bredabaan;152;2930;Brasschaat;03/651.29.26;brasschaat@anne-sophie.be;http://www.anne-sophie.be;4,48505310;51,28643540;
727;Customer Loyalty;100% SISTERS;Vêtements;Route de Genval;32;1380;Lasne-Chapelle-saint lambert;02/652.06.12;info.sisters@skynet.be;;4,47163490;50,70494170;https://www.facebook.com/pages/100-Sisters/122466979078
728;Customer Loyalty;Anne-Sophie SMARTSHOPPING Kraainem;Vêtements;Potaardestraat;27;1950;Kraainem;02/767.28.50;brussels@anne-sophie.be;http://www.anne-sophie.be;4,46808660;50,83999250;
729;Customer Loyalty;Anne-Sophie SMARTSHOPPING Waterloo;Vêtements;Venelle des Trois Sapins;5;1410;Waterloo;02/351.86.24;waterloo@anne-sophie.be;http://www.anne-sophie.be;4,39637780;50,71974740;
730;Customer Loyalty;Anne-Sophie SMARTSHOPPING Sint-Martens-Latem;Vêtements;Maenhoutstraat (Kapitein Karel Lodewijk);47;9830;Sint-Martens-Latem;09/245.77.45;gent@anne-sophie.be;http://www.anne-sophie.be;3,62877160;51,01350660;
731;Customer Loyalty;Carrément Bon Eghezée;Pâtisseries;Chaussée de Louvain;97;5310;Eghezée;081/46.06.23;info2@carrementbon.be;http://www.carrementbon.be;4,90477510;50,59860080;
732;Customer Loyalty;Comptoir du linge Namur;Linge et textiles;Rue Saint-Jean;21/23;5000;Namur;081/65.69.93;;http://www.comptoirdulinge.com/;4,86409400;50,46306030;
733;Customer Loyalty;Comptoir du linge Namur;Linge et textiles;Rue Saint-Jean;21/23;5000;Namur;081/65.69.93;;http://www.comptoirdulinge.com/;4,86409400;50,46306030;
734;Customer Loyalty;Comptoir du linge Namur;Linge et textiles;Rue Saint-Jean;21/23;5000;Namur;081/65.69.93;;http://www.comptoirdulinge.com/;4,86409400;50,46306030;
735;Customer Loyalty;Comptoir du linge Namur;Linge et textiles;Rue Saint-Jean;21/23;5000;Namur;081/65.69.93;;http://www.comptoirdulinge.com/;4,86409400;50,46306030;
736;Customer Loyalty;Comptoir du linge Namur;Linge et textiles;Rue Saint-Jean;21/23;5000;Namur;081/65.69.93;;http://www.comptoirdulinge.com/;4,86409400;50,46306030;
737;Customer Loyalty;Comptoir du linge Nandrin;Linge et textiles;Route du Condroz;320/2;4550;Nandrin;04/365.86.81;;http://www.comptoirdulinge.com/;5,39792950;50,50773950;
738;Customer Loyalty;Comptoir du linge Waterloo;Linge et textiles;Chaussée de Bruxelles;200;1410;Waterloo;02/353.27.07;;http://www.comptoirdulinge.com/;4,39648940;50,71945310;
739;Customer Loyalty;Comptoir du linge Spa;Linge et textiles;Rue Collin Leloup;31;4900;Spa;087/77.15.35;;http://www.comptoirdulinge.com/;5,86274360;50,49026560;
740;Customer Loyalty;Comptoir du linge Louvain-La-Neuve;Linge et textiles;Rue Charlemagne;13;1348;Louvain-La-Neuve;010/45.50.29;;http://www.comptoirdulinge.com/;4,61176590;50,66962420;
741;Customer Loyalty;Comptoir du linge Woluwe-Saint-Pierre;Linge et textiles;Rue Blocklmons;8;1150;Woluwe-Saint-Pierre;02/378.05.43;;http://www.comptoirdulinge.com/;4,46368860;50,84032900;
742;Customer Loyalty;Matin Coton;Linge et textiles;Rue du Collège;36;4600;Visé;04/379.22.79;matincoton@hotmail.com;;5,69484020;50,73651470;
743;Customer Loyalty;L'Eau Vive;Linge et textiles;Rue Lulay-des-Fèbvres;22;4000;Liège;04/222.45.55;;;5,57256370;50,64166460;
745;Customer Loyalty;Mamma Roma Paris;Restaurants;Rue du Cherche Midi;55;75006;Paris;+33(0)1/45.44.70.42;paris@mammaroma.be;http://www.mammaroma.com/;2,32498850;48,84865970;
746;Customer Loyalty;Superfit Uccle;Bien-être;Chaussée de Waterloo;1476;1180;Uccle;02/374.33.77;superfit.fortjaco@hotmail.com;http://www.superfit.be;4,37846450;50,78458600;
747;Customer Loyalty;D'Ici;Alimentation naturelle;N4 - Chaussée de Marche;940;5100;Naninne;081.84.82.09;info@d-ici.be;http://d-ici.be/;4,94193790;50,41744660;
749;Customer Loyalty;PRIK & TIK AVELGEMSE DRANKENCENTRALE;Boissons;OUDENAARDSESTEENWEG;74-76;8580;AVELGEM;056/72.20.55;jo.wieme@claryssedranken.be;http://www.prikentik.com;3,44948680;50,77843220;
750;Customer Loyalty;Shaza;Vêtements;Route du Condroz;109;4121;Neupré;04/371.98.00;info@shaza.be;http://wwww.shaza.be;5,48063510;50,54259690;
752;Customer Loyalty;Drink market;Boissons;Avenue de la Victoir;46;6840;Neufchateau;061/27.90.02;;;5,43656150;49,84499910;
753;Customer Loyalty;Tendance Parfums;Parfumerie;Chaussée de Bruxelles;165;1410;Waterloo;0477/31.01.68;info@parfumerietendance.be;http://www.parfumerietendance.be;4,39814420;50,71698180;
754;Customer Loyalty;Euro Boissons;Boissons;rue Albert 1;95;6810;Izel;061/31.26.00;euroboissons@infonie.be;;5,37011280;49,68676880;
755;Customer Loyalty;Ets Theis;Boissons;Rue de l'institut;30;6780;Differt - Messancy;063/37.04.42;etstheis@skynet.be;http://www.boissonstheismessancy.be/;5,80739680;49,61468570;
756;Customer Loyalty;Loustics;Sports et loisirs;Rue François Dupire;5;5140;Tongrinne;0497/64.40.18;loustics5140@gmail.com;http://www.loustics.be;4,62507680;50,52333380;
757;Customer Loyalty;Franck Provost Namur Galerie;Coiffeurs;Galerie Saint Joseph;13;5000;Namur;081/22.22.03;infonamurg@franckprovost.be;http://www.franckprovost.be/display.php?noPage=1110;4,86504840;50,46601190;
758;Customer Loyalty;Franck Provost Namur Echasseurs;Coiffeurs;Rue des Echasseurs;8;5000;Namur;081/22.07.70;infonamurf@franckprovost.be;http://www.franckprovost.be/display.php?IDComm=310&IDL=1&noPage=1109;4,86605960;50,46261430;
759;Customer Loyalty;Sisters déco;Décorations d'intérieurs;Route de Genval;32;1380;Lasne;02/652.01.11;info.sisters@skynet.be;;4,47163490;50,70494170;
760;Customer Loyalty;Hallet Vin;Vin & armoires à vin;Rue Reine Elisabeth;12a;5081;Saint-Denis;081/56.60.73;info@halletvin.be;http://www.halletvin.be;4,78648800;50,53384590;
762;Customer Loyalty;Chaussures Caractère;Chaussures;Rue Saint-Jacques;04-Jun;5000;Namur;081/23.01.82;;;4,86371340;50,46525100;
764;Customer Loyalty;Pattes Rouges;Chaussures;Place Eugène Keym;64;1170;Watermael-Boitsfort;02/672.80.23;pattesrouges@skynet.be;;4,40283200;50,80982860;
765;Customer Loyalty;Fayen;Décorations d'intérieurs;Rue d'Ensival;144;4800;Verviers;087/31.68.06;showroom@fayen.be;http://www.fayen.be;5,85152280;50,58727180;
766;Customer Loyalty;Le Lycée;Vêtements;Route du Condroz;102;4120;Neupré;04/371.46.72;boutiquelelycee@gmail.com;http://www.https://fr-fr.facebook.com/boutiquelelycee;5,46251610;50,54091770;
767;Customer Loyalty;Flying Kids;Loisirs;Rue Provinciale;281A;1301;Bierges;010/40.12.02;info@flyingkids.be;http://www.flyingkids.be;4,58649240;50,70441920;
768;Customer Loyalty;Fayen;Décorations d'intérieurs;Rue Mabime;60;4432;Alleur;04/263.27.54;alleur@fayen.be;http://www.fayen.be;5,52072970;50,67024990;
769;Customer Loyalty;Vent d'ailleurs Suite...;Vêtements;rue de la croix;20;5100;Namur;081/22.81.90;info@ventdailleurs.be;;4,86496370;50,46369470;
771;Customer Loyalty;Euro Boissons Arlon;Boissons;Stockem, Rue de l'hydrion;115;6700;Arlon;063/21.77.04;euroboissons@infonie.be;;5,79421510;49,68437860;
773;Customer Loyalty;Sun S;Bien-être;Galerie des Deux Places, 2° étage - Place Verte;Dec-22;4800;Verviers;087/35.16.87;Info@suns.be;http://www.suns.be;5,83855960;50,58087140;
774;Customer Loyalty;La Galou;Divers;Geldmuntstraat;19;8000;Brugge;050/34.99.90;brugge@lagalou.com;http://www.lagalou.com;3,22218310;51,20885200;
775;Customer Loyalty;Renov-Macedo;Remise à  neuf;Rue de l'artisanat;7A;1400;Nivelles;0495/54.56.99;renov-macedof@hotmail.com;http://www.renov-macedo.eu;4,36291360;50,59744270;
776;Customer Loyalty;Jetair Premium Partner - Ammavita Travel;Voyages et vacances;rue des Faubourgs,;8;6700;Arlon;063/58.22.25;arlon@jetaircenter.be;http://www.ammavita-travel.be/;5,81203900;49,68400460;
777;Customer Loyalty;franck provost cinquantenaire;Coiffeurs;Avenue de tervuren;32/34;1040;Etterbeek;02/734.76.51;infoetterbeek@franckprovost.be;http://www.franckprovost.be/display.php?IDComm=310&IDL=1&noPage=1103#IDB;4,39772630;50,83898760;
781;Customer Loyalty;Rhinocerostore Hauts-sarts;Vêtements;Première avenue;4;4040;Herstal;;;http://rhinocerostore.com/;5,62888500;50,67873060;
782;Customer Loyalty;B-Bees;Vêtements;Rue des Métallurgistes;14;1490;Court-Saint-Etienne;010/61.60.31;info@bbees.be;http://www.bbees.be;4,56599190;50,65265220;
785;Customer Loyalty;Coté Charme;Décorations d'intérieurs;Rue François Vekemans;173;1120;Bruxelles;02/270.35.09;cotecharme@gmail.com;http://www.cotecharme.be;4,38477170;50,89467130;
786;Customer Loyalty;Eros Messancy;Vêtements;route d'arlon;222;6780;messancy;063/21.60.02;;;5,81135590;49,60580740;
787;Customer Loyalty;Melvin Waterloo;Vêtements;Chaussée de Bruxelles;238 bt15;1410;Waterloo;02/351.50.56;;http://www.melvin.be/fr;4,39910000;50,71469000;
